YouTube_ID,start seconds,label,train/test split,thumbnail,predicted_materials,predicted_sounds
aYT8oaOv95c,10,lawn mowing,train,https://img.youtube.com/vi/aYT8oaOv95c/0.jpg,Grass,Lawn mowing
aYchgDvceyM,110,driving motorcycle,train,https://img.youtube.com/vi/aYchgDvceyM/0.jpg,Metal,Driving motorcycle
aYlWpCJv6xQ,6,"engine accelerating, revving, vroom",train,https://img.youtube.com/vi/aYlWpCJv6xQ/0.jpg,Metal,A car engine starting
aYysfWcoOc8,20,car engine knocking,train,https://img.youtube.com/vi/aYysfWcoOc8/0.jpg,Metal,A car engine starting
aYysfWcoOc8,60,car engine knocking,train,https://img.youtube.com/vi/aYysfWcoOc8/0.jpg,Metal,A car engine starting
aZ3FpqWTJjQ,160,"subway, metro, underground",test,https://img.youtube.com/vi/aZ3FpqWTJjQ/0.jpg,Plastic,Vlogmas Day 11
aZ6e_s2aZPc,20,toilet flushing,train,https://img.youtube.com/vi/aZ6e_s2aZPc/0.jpg,Ceramic,Toilet flushing
aZ8dakM5L9U,30,"railroad car, train wagon",train,https://img.youtube.com/vi/aZ8dakM5L9U/0.jpg,Metal,A train car.
aZEo2gFSZck,20,"subway, metro, underground",train,https://img.youtube.com/vi/aZEo2gFSZck/0.jpg,Metal,"Subway, metro, underground"
aZON1sEWoFk,30,car engine knocking,train,https://img.youtube.com/vi/aZON1sEWoFk/0.jpg,Metal,A car engine starting
aZUaen6r9vY,120,helicopter,train,https://img.youtube.com/vi/aZUaen6r9vY/0.jpg,Water,'helicopter'
aZ_xp5DqUR4,30,people shuffling,train,https://img.youtube.com/vi/aZ_xp5DqUR4/0.jpg,Drywall,A boy wearing a black shirt and shorts is standing in front of a mirror.
aZfszZqR7i4,120,"subway, metro, underground",test,https://img.youtube.com/vi/aZfszZqR7i4/0.jpg,Metal,A train on the tracks.
aZylgzEv-Ck,80,skateboarding,train,https://img.youtube.com/vi/aZylgzEv-Ck/0.jpg,Drywall,Skateboarding
a_0c7fSu_O0,23,printer printing,train,https://img.youtube.com/vi/a_0c7fSu_O0/0.jpg,Plastic,Printer printing
a_EbiX2hGSY,18,chainsawing trees,train,https://img.youtube.com/vi/a_EbiX2hGSY/0.jpg,Wood,A chainsaw cutting a tree.
a_G5PjYSwTw,20,wind noise,train,https://img.youtube.com/vi/a_G5PjYSwTw/0.jpg,Leaf,A video of a forest with trees and a mountain in the background.
a_HzXa0YVIo,170,"rowboat, canoe, kayak rowing",test,https://img.youtube.com/vi/a_HzXa0YVIo/0.jpg,Plastic,A man in a striped shirt is paddling a green and black kayak.
a_IEy0PjSzw,0,basketball bounce,train,https://img.youtube.com/vi/a_IEy0PjSzw/0.jpg,Drywall,Skateboarding
a_JxbHMx2pM,30,printer printing,train,https://img.youtube.com/vi/a_JxbHMx2pM/0.jpg,Plastic,Printer Printing
a_YY_qkoHz8,510,stream burbling,train,https://img.youtube.com/vi/a_YY_qkoHz8/0.jpg,Water,Pumping water
a__69686u5k,12,bird wings flapping,train,https://img.youtube.com/vi/a__69686u5k/0.jpg,Plastic,Wings Controllers
a__6TKTOqXE,257,vacuum cleaner cleaning floors,train,https://img.youtube.com/vi/a__6TKTOqXE/0.jpg,Tile,Vacuum cleaner cleaning floors
a__wFAetAUE,350,"railroad car, train wagon",train,https://img.youtube.com/vi/a__wFAetAUE/0.jpg,Metal,A train
a_aHTNC78JY,55,people burping,train,https://img.youtube.com/vi/a_aHTNC78JY/0.jpg,Plastic,A burp
a_e3HqyG1Lk,30,machine gun shooting,train,https://img.youtube.com/vi/a_e3HqyG1Lk/0.jpg,Metal,A man is holding a gun and is ready to shoot.
aabuViDSLXg,0,basketball bounce,train,https://img.youtube.com/vi/aabuViDSLXg/0.jpg,Plastic,Basketball
aaf7Z4elJvo,48,"subway, metro, underground",train,https://img.youtube.com/vi/aaf7Z4elJvo/0.jpg,Tile,"Subway, metro, underground"
aaf7Z4elJvo,99,"subway, metro, underground",train,https://img.youtube.com/vi/aaf7Z4elJvo/0.jpg,Tile,"Subway, metro, underground"
aayG11FAvxo,30,using sewing machines,train,https://img.youtube.com/vi/aayG11FAvxo/0.jpg,Cloth,"A video of a person working on a sewing machine, making clothes."
ab6dwESYFpY,0,opening or closing drawers,train,https://img.youtube.com/vi/ab6dwESYFpY/0.jpg,Plastic,A person is fixing a broken appliance.
ab6dwESYFpY,124,opening or closing drawers,train,https://img.youtube.com/vi/ab6dwESYFpY/0.jpg,Plastic,A person is fixing a broken appliance.
abs1VLjetQs,20,driving motorcycle,train,https://img.youtube.com/vi/abs1VLjetQs/0.jpg,Metal,Driving motorcycle
abzx1N3ErUQ,0,splashing water,train,https://img.youtube.com/vi/abzx1N3ErUQ/0.jpg,Water,A video of people swimming in a pool.
ac72cuZs_a0,30,sailing,train,https://img.youtube.com/vi/ac72cuZs_a0/0.jpg,Water,Sailing
ac7_ey__6mI,40,skidding,train,https://img.youtube.com/vi/ac7_ey__6mI/0.jpg,Plastic,"Race car, auto racing"
acDnXb3hzQ8,0,people whistling,train,https://img.youtube.com/vi/acDnXb3hzQ8/0.jpg,Plastic,"You should choose from the ones on the ['pumping water', 'skateboarding', 'typing on typewriter', 'waterfall burbling', 'people finger snapping', 'toilet flushing', 'fire crackling', 'driving motorcycle', 'subway, metro, underground', 'printer printing', 'vacuum cleaner cleaning floors', 'race car, auto racing', 'motorboat, speedboat acceleration', 'fireworks banging', 'eating with cutlery', 'playing snare drum', 'cap gun shooting', 'railroad car, train wagon', 'people clapping', 'splashing water', 'raining', 'horse clip-clop', 'driving buses', 'people whistling', 'train wheels squealing', 'people burping', 'machine gun shooting', 'stream burbling', 'helicopter"
acFx_XAnowM,170,fireworks banging,train,https://img.youtube.com/vi/acFx_XAnowM/0.jpg,Plastic,Fireworks banging
acT0ofNQeq4,0,"race car, auto racing",train,https://img.youtube.com/vi/acT0ofNQeq4/0.jpg,Metal,Driving motorcycle
acXGvTAOKx0,115,fire crackling,train,https://img.youtube.com/vi/acXGvTAOKx0/0.jpg,Rock,Fire
acXGvTAOKx0,273,fire crackling,train,https://img.youtube.com/vi/acXGvTAOKx0/0.jpg,Rock,Fire
ac_Mal8c-QY,170,people burping,train,https://img.youtube.com/vi/ac_Mal8c-QY/0.jpg,Ceramic,"You should choose from the ones on the ['pumping water', 'skateboarding', 'typing on typewriter', 'waterfall burbling', 'people finger snapping', 'toilet flushing', 'fire crackling', 'driving motorcycle', 'subway, metro, underground', 'printer printing', 'vacuum cleaner cleaning floors', 'race car, auto racing', 'motorboat, speedboat acceleration', 'fireworks banging', 'eating with cutlery', 'playing snare drum', 'cap gun shooting', 'railroad car, train wagon', 'people clapping', 'splashing water', 'raining', 'horse clip-clop', 'driving buses', 'people whistling', 'train wheels squealing', 'people burping', 'machine gun shooting', 'stream burbling', 'helicopter"
acckNXOZ9G8,200,chainsawing trees,train,https://img.youtube.com/vi/acckNXOZ9G8/0.jpg,Dirt,A red lawn mower is cutting grass.
acfD5UT_jz4,30,"rowboat, canoe, kayak rowing",train,https://img.youtube.com/vi/acfD5UT_jz4/0.jpg,Plastic,Pumping water
acj5cLFHxkU,250,driving buses,train,https://img.youtube.com/vi/acj5cLFHxkU/0.jpg,Plastic,Driving buses
acjAU-qgCcc,20,thunder,train,https://img.youtube.com/vi/acjAU-qgCcc/0.jpg,Wood,A video of a snowy forest with trees covered in snow.
acoOmn1bM-k,30,lawn mowing,train,https://img.youtube.com/vi/acoOmn1bM-k/0.jpg,Metal,A car engine starting
ad1W5Bf-gM0,27,firing cannon,train,https://img.youtube.com/vi/ad1W5Bf-gM0/0.jpg,Dirt,A video game
ad1W5Bf-gM0,54,firing cannon,train,https://img.youtube.com/vi/ad1W5Bf-gM0/0.jpg,Dirt,A video game
adHShQO85zA,110,church bell ringing,train,https://img.youtube.com/vi/adHShQO85zA/0.jpg,Wood,A clock
adO2bsPFksQ,30,sailing,train,https://img.youtube.com/vi/adO2bsPFksQ/0.jpg,Metal,Sailing
ae3_lm5E2GE,70,skidding,train,https://img.youtube.com/vi/ae3_lm5E2GE/0.jpg,Dirt,A blue car is parked in a parking lot.
ae8MxPu11KA,3,people farting,train,https://img.youtube.com/vi/ae8MxPu11KA/0.jpg,Plastic,A man and a woman are shopping in a store.
ae8MxPu11KA,67,people farting,train,https://img.youtube.com/vi/ae8MxPu11KA/0.jpg,Plastic,A man and a woman are shopping in a store.
aeOxGuR7L7U,29,vacuum cleaner cleaning floors,train,https://img.youtube.com/vi/aeOxGuR7L7U/0.jpg,Wood,Vacuum cleaner cleaning floors
aeOxGuR7L7U,227,vacuum cleaner cleaning floors,train,https://img.youtube.com/vi/aeOxGuR7L7U/0.jpg,Wood,Vacuum cleaner cleaning floors
aeXSKDFMXSY,90,sailing,train,https://img.youtube.com/vi/aeXSKDFMXSY/0.jpg,Wood,Sailing
aeka1khDaVY,23,people whistling,train,https://img.youtube.com/vi/aeka1khDaVY/0.jpg,Plastic,A woman with a black and white striped shirt.
aenAgdRwYdM,50,typing on computer keyboard,train,https://img.youtube.com/vi/aenAgdRwYdM/0.jpg,Metal,Typing on computer keyboard
aewj5M0rOw4,30,horse clip-clop,train,https://img.youtube.com/vi/aewj5M0rOw4/0.jpg,Plastic,A man riding a horse.
af6ixNRLO94,245,typing on typewriter,train,https://img.youtube.com/vi/af6ixNRLO94/0.jpg,Paper,'typing on typewriter'
af6ixNRLO94,356,typing on typewriter,train,https://img.youtube.com/vi/af6ixNRLO94/0.jpg,Paper,'typing on typewriter'
afMLrxgCLAg,1,cap gun shooting,train,https://img.youtube.com/vi/afMLrxgCLAg/0.jpg,Metal,A gun
afc6SEkp0JE,33,church bell ringing,train,https://img.youtube.com/vi/afc6SEkp0JE/0.jpg,Wood,A car engine starting
afc6SEkp0JE,79,church bell ringing,train,https://img.youtube.com/vi/afc6SEkp0JE/0.jpg,Wood,A car engine starting
afrEvllhHLI,130,toilet flushing,train,https://img.youtube.com/vi/afrEvllhHLI/0.jpg,Ceramic,Toilet flushing
aftD-DAmnUo,100,opening or closing drawers,train,https://img.youtube.com/vi/aftD-DAmnUo/0.jpg,Plastic,A video thumbnail of a person holding an Amazon box.
afw3owag-yA,30,people whistling,train,https://img.youtube.com/vi/afw3owag-yA/0.jpg,Metal,A man with a shaved head and a goatee is sitting in a chair.
afz_RTvufeo,0,driving motorcycle,train,https://img.youtube.com/vi/afz_RTvufeo/0.jpg,Metal,Driving motorcycle
agdTMJXFYdU,40,sailing,train,https://img.youtube.com/vi/agdTMJXFYdU/0.jpg,Plastic,Sailing
ageNOLmxe5k,50,"subway, metro, underground",train,https://img.youtube.com/vi/ageNOLmxe5k/0.jpg,Plastic,"Subway, metro, underground"
agpXkeGN6a8,110,sailing,train,https://img.youtube.com/vi/agpXkeGN6a8/0.jpg,Plastic,Sailing
agtjv6Tp5G4,24,wind rustling leaves,train,https://img.youtube.com/vi/agtjv6Tp5G4/0.jpg,Leaf,A blue sky with a few clouds.
ah49xRY1SOU,100,driving motorcycle,train,https://img.youtube.com/vi/ah49xRY1SOU/0.jpg,Metal,Driving motorcycle
ahIruU1zD-8,257,typing on typewriter,train,https://img.youtube.com/vi/ahIruU1zD-8/0.jpg,Paper,Typing on typewriter
ahIruU1zD-8,397,typing on typewriter,train,https://img.youtube.com/vi/ahIruU1zD-8/0.jpg,Paper,Typing on typewriter
ahOeb_3JKug,80,toilet flushing,train,https://img.youtube.com/vi/ahOeb_3JKug/0.jpg,Ceramic,Toilet flushing
ahV2fZY4EXQ,37,church bell ringing,train,https://img.youtube.com/vi/ahV2fZY4EXQ/0.jpg,Metal,A clock tower
ahV2fZY4EXQ,102,church bell ringing,train,https://img.youtube.com/vi/ahV2fZY4EXQ/0.jpg,Metal,A clock tower
ahVXPsYpUuE,30,people running,test,https://img.youtube.com/vi/ahVXPsYpUuE/0.jpg,Leaf,A man running in a park.
ahd5Xfv0dGI,0,fireworks banging,train,https://img.youtube.com/vi/ahd5Xfv0dGI/0.jpg,Plastic,Fireworks banging
ahjoqnpXy3M,500,"railroad car, train wagon",train,https://img.youtube.com/vi/ahjoqnpXy3M/0.jpg,Metal,A train on the tracks.
ahovKRueJ8A,0,chainsawing trees,train,https://img.youtube.com/vi/ahovKRueJ8A/0.jpg,Wood,A video of a man cutting down a tree with a chainsaw.
ahqNRlIakYA,20,using sewing machines,train,https://img.youtube.com/vi/ahqNRlIakYA/0.jpg,Plastic,A video of a person using a sewing machine.
aiQ4zsFUCkw,2,"rowboat, canoe, kayak rowing",train,https://img.youtube.com/vi/aiQ4zsFUCkw/0.jpg,Water,Pumping water
aiTS9wOmJfA,70,stream burbling,train,https://img.youtube.com/vi/aiTS9wOmJfA/0.jpg,Water,'pumping water'
aiUhw1UYQNU,50,skateboarding,train,https://img.youtube.com/vi/aiUhw1UYQNU/0.jpg,Wood,Skateboarding
aiginQB5rWs,120,people whistling,train,https://img.youtube.com/vi/aiginQB5rWs/0.jpg,Metal,A bird in a sink.
aijSgAPmttU,88,playing snare drum,train,https://img.youtube.com/vi/aijSgAPmttU/0.jpg,Metal,What's this sound?
aijSgAPmttU,387,playing snare drum,train,https://img.youtube.com/vi/aijSgAPmttU/0.jpg,Metal,What's this sound?
aiv1PnpPq3E,310,driving buses,train,https://img.youtube.com/vi/aiv1PnpPq3E/0.jpg,Metal,A tractor
aj6kdMafoek,432,hair dryer drying,train,https://img.youtube.com/vi/aj6kdMafoek/0.jpg,Plastic,Hair Dryer Drying
aj6kdMafoek,693,hair dryer drying,train,https://img.youtube.com/vi/aj6kdMafoek/0.jpg,Plastic,Hair Dryer Drying
ajAYtGX9sCs,30,sailing,train,https://img.youtube.com/vi/ajAYtGX9sCs/0.jpg,Plastic,Sailing
ajDBYcZXQy8,90,raining,train,https://img.youtube.com/vi/ajDBYcZXQy8/0.jpg,Water,This video will make a child playing in the water.
ajK-gJ1IQJw,20,using sewing machines,train,https://img.youtube.com/vi/ajK-gJ1IQJw/0.jpg,Wood,A sewing machine
ajebE8xLW5s,85,"subway, metro, underground",train,https://img.youtube.com/vi/ajebE8xLW5s/0.jpg,Tile,"Subway, metro, underground"
ajebE8xLW5s,145,"subway, metro, underground",train,https://img.youtube.com/vi/ajebE8xLW5s/0.jpg,Tile,"Subway, metro, underground"
ajs5k_u2gCc,20,helicopter,train,https://img.youtube.com/vi/ajs5k_u2gCc/0.jpg,Metal,Aircraft carrier
aju2z1N0aOo,30,wind rustling leaves,train,https://img.youtube.com/vi/aju2z1N0aOo/0.jpg,Grass,A video of a kite flying in the sky.
ajxH33swFNs,20,skateboarding,train,https://img.youtube.com/vi/ajxH33swFNs/0.jpg,Metal,Skateboarding
akT73Tzmvyo,40,stream burbling,train,https://img.youtube.com/vi/akT73Tzmvyo/0.jpg,Rock,Pumping water
akZTVIeM2EM,70,helicopter,train,https://img.youtube.com/vi/akZTVIeM2EM/0.jpg,Wood,Helicopter
akjMGNYTAdA,30,fire crackling,test,https://img.youtube.com/vi/akjMGNYTAdA/0.jpg,Drywall,A building at night
akjqOhO0IM0,10,machine gun shooting,train,https://img.youtube.com/vi/akjqOhO0IM0/0.jpg,Metal,A man holding a gun.
akzilvhnMkk,12,wind rustling leaves,train,https://img.youtube.com/vi/akzilvhnMkk/0.jpg,Metal,A pole with a light on top of it.
al6QOU1Hm2k,6,wind rustling leaves,train,https://img.youtube.com/vi/al6QOU1Hm2k/0.jpg,Leaf,A video of leaves rustling in the wind.
al6QOU1Hm2k,21,wind rustling leaves,train,https://img.youtube.com/vi/al6QOU1Hm2k/0.jpg,Leaf,A video of leaves rustling in the wind.
al6i9NNtFqU,550,"race car, auto racing",train,https://img.youtube.com/vi/al6i9NNtFqU/0.jpg,Metal,Real DRAG RACING SUPPORT Vs Domestic
al89crXNtjg,180,stream burbling,train,https://img.youtube.com/vi/al89crXNtjg/0.jpg,Plastic,A man is holding a bag of rice.
alDHzNnVbow,3,waterfall burbling,train,https://img.youtube.com/vi/alDHzNnVbow/0.jpg,Rock,Pumping water
alaxBd_EEUc,40,people burping,train,https://img.youtube.com/vi/alaxBd_EEUc/0.jpg,Metal,A man with a nose piercing.
aleQVMTMRNk,3,opening or closing drawers,train,https://img.youtube.com/vi/aleQVMTMRNk/0.jpg,Wood,A video of a person opening a drawer.
aleQVMTMRNk,17,opening or closing drawers,train,https://img.youtube.com/vi/aleQVMTMRNk/0.jpg,Wood,A video of a person opening a drawer.
alnmSR8z7NE,40,"race car, auto racing",train,https://img.youtube.com/vi/alnmSR8z7NE/0.jpg,Metal,"Race car, auto racing"
alrM-itbDFU,30,printer printing,train,https://img.youtube.com/vi/alrM-itbDFU/0.jpg,Plastic,Printer
am8UaIYyPgo,50,using sewing machines,train,https://img.youtube.com/vi/am8UaIYyPgo/0.jpg,Metal,A sewing machine
amay8dmwqeU,170,"railroad car, train wagon",train,https://img.youtube.com/vi/amay8dmwqeU/0.jpg,Metal,A train is traveling down the tracks.
amg27b4tKKk,100,"race car, auto racing",train,https://img.youtube.com/vi/amg27b4tKKk/0.jpg,Dirt,"Race car, auto racing"
amniAzV2-jM,30,people burping,test,https://img.youtube.com/vi/amniAzV2-jM/0.jpg,Plastic,AWESOME DOCUMENTARY
an2mZpaPTpA,410,chainsawing trees,test,https://img.youtube.com/vi/an2mZpaPTpA/0.jpg,Wood,A chainsaw.
an7_uRghQhk,430,skidding,train,https://img.youtube.com/vi/an7_uRghQhk/0.jpg,Plastic,A car driving on a highway.
an8FO5lhuPo,30,sailing,train,https://img.youtube.com/vi/an8FO5lhuPo/0.jpg,Metal,1
anB4oZ5n1Mw,300,skateboarding,test,https://img.youtube.com/vi/anB4oZ5n1Mw/0.jpg,Wood,Skateboarding
anGyTdoaM4o,30,"race car, auto racing",train,https://img.youtube.com/vi/anGyTdoaM4o/0.jpg,Metal,"Race car, auto racing"
anMYfNOm1fE,130,toilet flushing,train,https://img.youtube.com/vi/anMYfNOm1fE/0.jpg,Plastic,A man is blowing smoke from his mouth.
anNRSc_0-bg,70,stream burbling,train,https://img.youtube.com/vi/anNRSc_0-bg/0.jpg,Rock,Pumping Water
anQ7UmUE8E4,143,people shuffling,train,https://img.youtube.com/vi/anQ7UmUE8E4/0.jpg,Plastic,A video of children playing and having fun.
anS6BE-qAVQ,40,"subway, metro, underground",train,https://img.youtube.com/vi/anS6BE-qAVQ/0.jpg,Metal,"Subway, metro, underground"
anX7dL63Odw,30,"railroad car, train wagon",train,https://img.youtube.com/vi/anX7dL63Odw/0.jpg,Metal,A train passing by a forest.
antAPzVffSw,30,church bell ringing,train,https://img.youtube.com/vi/antAPzVffSw/0.jpg,Metal,A church with a cross on top.
antAPzVffSw,63,church bell ringing,train,https://img.youtube.com/vi/antAPzVffSw/0.jpg,Metal,A church with a cross on top.
ao6IlfkrCWs,30,car engine knocking,test,https://img.youtube.com/vi/ao6IlfkrCWs/0.jpg,Metal,A car engine
aoEkspYyvMU,142,firing cannon,train,https://img.youtube.com/vi/aoEkspYyvMU/0.jpg,Metal,A video of a military tank shooting a missile.
aoEkspYyvMU,201,firing cannon,train,https://img.youtube.com/vi/aoEkspYyvMU/0.jpg,Metal,A video of a military tank shooting a missile.
aoMAEt8CPMA,30,car passing by,train,https://img.youtube.com/vi/aoMAEt8CPMA/0.jpg,Dirt,Pumping water
aoXH6X4p6Qk,26,people farting,train,https://img.youtube.com/vi/aoXH6X4p6Qk/0.jpg,Plastic,Starting in dogs
aoXH6X4p6Qk,57,people farting,train,https://img.youtube.com/vi/aoXH6X4p6Qk/0.jpg,Plastic,Starting in dogs
aoj9IJ7rwMg,200,driving motorcycle,train,https://img.youtube.com/vi/aoj9IJ7rwMg/0.jpg,Metal,Driving motorcycle
aoq_He9BkKQ,1,basketball bounce,train,https://img.youtube.com/vi/aoq_He9BkKQ/0.jpg,Plastic,A basketball game is being played.
aosi9ropfEk,30,printer printing,test,https://img.youtube.com/vi/aosi9ropfEk/0.jpg,Plastic,A cat standing on a carpeted floor.
aot7YglzX3k,30,chainsawing trees,train,https://img.youtube.com/vi/aot7YglzX3k/0.jpg,Wood,A video of a person using a chainsaw.
aovAAjOKf00,30,skateboarding,train,https://img.youtube.com/vi/aovAAjOKf00/0.jpg,Plastic,A hockey game is taking place.
aoy4GNyHIVg,26,vacuum cleaner cleaning floors,train,https://img.youtube.com/vi/aoy4GNyHIVg/0.jpg,Metal,A vacuum cleaner cleaning floors
ap5U81brb6Y,60,sailing,train,https://img.youtube.com/vi/ap5U81brb6Y/0.jpg,Metal,Sailing
apBlHa79k9Y,65,basketball bounce,train,https://img.youtube.com/vi/apBlHa79k9Y/0.jpg,Drywall,Pumping water
apBlHa79k9Y,328,basketball bounce,train,https://img.youtube.com/vi/apBlHa79k9Y/0.jpg,Drywall,Pumping water
apR5I0jzNsc,57,"motorboat, speedboat acceleration",train,https://img.youtube.com/vi/apR5I0jzNsc/0.jpg,Water,"A motorboat, speedboat acceleration"
apZlK9A3viY,6,"engine accelerating, revving, vroom",train,https://img.youtube.com/vi/apZlK9A3viY/0.jpg,Metal,A car engine starting
aqEwOpo9kQc,100,playing snare drum,train,https://img.youtube.com/vi/aqEwOpo9kQc/0.jpg,Wood,Playing snare drum
aqEwOpo9kQc,217,playing snare drum,train,https://img.youtube.com/vi/aqEwOpo9kQc/0.jpg,Wood,Playing snare drum
aqG-7HD_PHI,24,fire crackling,train,https://img.youtube.com/vi/aqG-7HD_PHI/0.jpg,Wood,Fire
aqG-7HD_PHI,74,fire crackling,train,https://img.youtube.com/vi/aqG-7HD_PHI/0.jpg,Wood,Fire
aqLy67ZDIT0,45,train wheels squealing,train,https://img.youtube.com/vi/aqLy67ZDIT0/0.jpg,Metal,A train on the tracks.
aqLy67ZDIT0,113,train wheels squealing,train,https://img.youtube.com/vi/aqLy67ZDIT0/0.jpg,Metal,A train on the tracks.
aqTawOdIVAc,90,helicopter,train,https://img.youtube.com/vi/aqTawOdIVAc/0.jpg,Metal,A helicopter
aqah3iaXsDE,1,pumping water,train,https://img.youtube.com/vi/aqah3iaXsDE/0.jpg,Water,"[pumping water, skateboarding, typing on typewriter, waterfall burbling, people finger snapping, toilet flushing, fire crackling, driving motorcycle, subway, metro, underground, printer printing, vacuum cleaner cleaning floors, race car, auto racing, fireworks banging, eating with cutlery, playing snare drum, railroad car, train wagon, people clapping, splashing water, raining, horse clip-clop, driving buses, people whistling, train wheels squealing, people burping, machine gun shooting, stream burbling, helicopter, bird wings flapping, lawn mowing, church bell ringing, hair dryer drying, sailing, car passing by, firing cannon, car engine knocking, wind rustling leaves, wind noise, lighting firecrackers, engine accelerating, rev"
aqah3iaXsDE,56,pumping water,train,https://img.youtube.com/vi/aqah3iaXsDE/0.jpg,Water,"[pumping water, skateboarding, typing on typewriter, waterfall burbling, people finger snapping, toilet flushing, fire crackling, driving motorcycle, subway, metro, underground, printer printing, vacuum cleaner cleaning floors, race car, auto racing, fireworks banging, eating with cutlery, playing snare drum, railroad car, train wagon, people clapping, splashing water, raining, horse clip-clop, driving buses, people whistling, train wheels squealing, people burping, machine gun shooting, stream burbling, helicopter, bird wings flapping, lawn mowing, church bell ringing, hair dryer drying, sailing, car passing by, firing cannon, car engine knocking, wind rustling leaves, wind noise, lighting firecrackers, engine accelerating, rev"
aqhELp8-o_c,260,chainsawing trees,train,https://img.youtube.com/vi/aqhELp8-o_c/0.jpg,Wood,A man cutting down a tree.
aqlRDAqlhW0,10,"engine accelerating, revving, vroom",train,https://img.youtube.com/vi/aqlRDAqlhW0/0.jpg,Metal,A car engine accelerating
ar1BqJ4ipXk,30,people shuffling,train,https://img.youtube.com/vi/ar1BqJ4ipXk/0.jpg,Wood,Pumping water
arAoTC7ohnU,161,fire crackling,train,https://img.youtube.com/vi/arAoTC7ohnU/0.jpg,Wood,Firecrackers
arAoTC7ohnU,176,fire crackling,train,https://img.youtube.com/vi/arAoTC7ohnU/0.jpg,Wood,Firecrackers
arW8taERoBc,30,playing snare drum,train,https://img.youtube.com/vi/arW8taERoBc/0.jpg,Metal,Playing snare drum
ardc-NVS0EI,103,vacuum cleaner cleaning floors,train,https://img.youtube.com/vi/ardc-NVS0EI/0.jpg,Plastic,'pumping water'
ardc-NVS0EI,114,vacuum cleaner cleaning floors,train,https://img.youtube.com/vi/ardc-NVS0EI/0.jpg,Plastic,'pumping water'
arytWut8KmU,470,"race car, auto racing",train,https://img.youtube.com/vi/arytWut8KmU/0.jpg,Dirt,"Race car, auto racing"
asBHuUH8GIs,80,helicopter,train,https://img.youtube.com/vi/asBHuUH8GIs/0.jpg,Plastic,A video thumbnail of a person on a motorcycle.
asCmWtCBtSk,30,"rowboat, canoe, kayak rowing",train,https://img.youtube.com/vi/asCmWtCBtSk/0.jpg,Plastic,A man in a red kayak on the water.
asH3XiyveZE,40,skateboarding,train,https://img.youtube.com/vi/asH3XiyveZE/0.jpg,Metal,Skateboarding
asIKYiwe1-0,30,lawn mowing,train,https://img.youtube.com/vi/asIKYiwe1-0/0.jpg,Metal,A red lawn mower.
asKuYgAcyIk,30,car passing by,test,https://img.youtube.com/vi/asKuYgAcyIk/0.jpg,Metal,"Race car, auto racing"
asdVtTpfxfU,0,people whistling,train,https://img.youtube.com/vi/asdVtTpfxfU/0.jpg,Plastic,A woman wearing a sash and a black shirt.
aspPqHDzbls,50,driving motorcycle,train,https://img.youtube.com/vi/aspPqHDzbls/0.jpg,Metal,Driving motorcycle
atKWV7o4jMo,20,"engine accelerating, revving, vroom",train,https://img.youtube.com/vi/atKWV7o4jMo/0.jpg,Metal,A car driving down the street.
atn-6NXPh7U,20,car passing by,train,https://img.youtube.com/vi/atn-6NXPh7U/0.jpg,Metal,"Race car, auto racing"
au036eve4s4,30,raining,test,https://img.youtube.com/vi/au036eve4s4/0.jpg,Water,Pumping water
au7QJMAT7bM,21,thunder,train,https://img.youtube.com/vi/au7QJMAT7bM/0.jpg,Water,A thumbnail of a video of lightning striking the ocean.
auHL-4XCFAk,30,driving buses,train,https://img.youtube.com/vi/auHL-4XCFAk/0.jpg,Plastic,Driving motorcycle
au_F6Yiv8n4,10,using sewing machines,train,https://img.youtube.com/vi/au_F6Yiv8n4/0.jpg,Cloth,A sewing machine
auwuBwv-guA,30,car passing by,train,https://img.youtube.com/vi/auwuBwv-guA/0.jpg,Metal,A car driving by.
av1PUd8VWWg,360,machine gun shooting,train,https://img.youtube.com/vi/av1PUd8VWWg/0.jpg,Dirt,"200

Question: What is the video about?"
avE62WPAQvM,30,wind noise,train,https://img.youtube.com/vi/avE62WPAQvM/0.jpg,Water,Pumping water
avHm5YJ83qE,20,"subway, metro, underground",train,https://img.youtube.com/vi/avHm5YJ83qE/0.jpg,Metal,"Subway, metro, underground"
avNi97jpt0s,3,train wheels squealing,train,https://img.youtube.com/vi/avNi97jpt0s/0.jpg,Metal,A train on the tracks.
avNi97jpt0s,21,train wheels squealing,train,https://img.youtube.com/vi/avNi97jpt0s/0.jpg,Metal,A train on the tracks.
avbHkp656Y4,300,driving buses,train,https://img.youtube.com/vi/avbHkp656Y4/0.jpg,Wood,A car driving down the road.
aveFmWFxyNM,30,"motorboat, speedboat acceleration",train,https://img.youtube.com/vi/aveFmWFxyNM/0.jpg,Water,"Motorboat, speedboat acceleration"
avkjsEYsCaM,20,people whistling,train,https://img.youtube.com/vi/avkjsEYsCaM/0.jpg,Plastic,A baby playing with a toy.
awB2feaHGd0,30,people shuffling,train,https://img.youtube.com/vi/awB2feaHGd0/0.jpg,Drywall,A marching band is playing in a field.
awCFW2_gCRc,72,car engine starting,train,https://img.youtube.com/vi/awCFW2_gCRc/0.jpg,Metal,A car engine starting
awDhaEB0QOU,10,"subway, metro, underground",train,https://img.youtube.com/vi/awDhaEB0QOU/0.jpg,Metal,"Subway, metro, underground"
